"product_name","product_description","brand_name","product_category"
"Speed shine detailer, 1 litre","Easy-to-use shine detailer that creates an unbeatable shine and good run-off without wax or polishing. Use directly after washing or between washes to quickly wipe away dust and give the car’s exterior an impressive lustre. Can also be used as a wet wax.EUH208 Contains .?. May produce an allergic reaction.H317 May cause an allergic skin reaction.","LUK","Wash"
"Speed Shine, 500 ml","Easy-to-use liquid shiner that gives unbeatable shine without wax or polishing in just a few minutes. Use directly after washing or between washes to quickly rinse away dust and give the car's exterior an impressive lustre.EUH208 Contains .?. May produce an allergic reaction.","Bilstein","Wash"
"Speed shine, 2 litre","Easy-to-use liquid shiner that gives unbeatable shine without wax or polishing in just a few minutes. Use directly after washing or between washes to quickly rinse away dust and give the car's exterior an impressive lustre. Application by means of a water hose which is connected directly to the included ejector.EUH208 Contains .?. May produce an allergic reaction.","Dayco","Wash"
"Super Gloss, 500 ml","Super Gloss shiner provides a glossy lustre to car paintwork, rub strips and chrome trim. The innovative composition provides a long-lasting shine while also making it difficult for dirt and dust to stick to surfaces.","Ruville","Wash"
"Ceramic spray wax, 500 ml","Ceramic paint coating that can be easily applied to paintwork on cars, motorcycles, etc. Protects the paintwork and provides a good shine and faster runoff. Do not dilute, apply to wet paintwork.EUH208 Contains .?. May produce an allergic reaction.","Brembo","Wash"
"Quick Sealant, 500 ml","Quick sealant in spray bottle for quick and easy application. The sealant produces a high-gloss and water-repellent effect on paintwork, trim, and chromed details. It creates a long-lasting shine while also making it difficult for dirt and dust to stick to the surface.InstructionsMake sure the surface is completely clean and dry before using the product.Shake well before use.Spray a small amount on the surface. Distribute over a small area at a time using microfibre cloth –do not allow to dry.Wipe down with a clean microfibre cloth.NOTE!Avoid contact with glass.Store in a dry and cool area.EUH208 Contains reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1). May produce an allergic reaction.","Valeo Service","Wash"
"Ceramic paint protection","Provides the car with lasting protection against air pollution, dirt, road salt, particles and UV rays. The car therefore does not need to be washed as often. It also reduces the risk of scratching and colour fading. Produces an excellent shine with extra water beading. Suitable for all paintwork on metal and plastic, e.g. bodywork, rims, plastic parts and headlamps.DangerCauses severe skin burns and eye damage.Harmful to aquatic life with long lasting effects.Show safety phrases","Bosal","Wash"
"Quick wax, 500 ml","Wax-based product that is easy to use on all smooth and shiny surfaces (paintwork, glass and plastic). Leaves a brilliant shine, enhances colour and makes the surface smooth. The product protects and produces a water-repellent surface. Does not leave streaks on plastic and rubber.EUH066 Repeated exposure may cause skin dryness or cracking.EUH210 Safety data sheet available on request.","NGK Spark Plug","Wash"
"Ceramic wax, 300 ml","A ceramic wax with unique ceramic formula and carnauba wax additive that provides long-lasting paintwork protection (up to 12 months). The wax also provides very high resistance to UV rays, creates a water-repellent coating, and enhances the paintwork’s shine.WarningH226 Flammable liquid and vapour.","Texa","Wash"
"Halogen bulb Offroad Gold H7, 12 V, 100 W, 2-pack","Halogen bulb that gives the reflector a cool-looking, yellowish light. Not approved for road traffic and must only be used for off-road driving. Sold in pairs.","VDO","Parts"
"Hard wax, 250 g","This is a carnauba hard wax that gives paintwork a high-gloss finish. The product fills superficial wash scratches. Thanks to the content of natural carnauba wax, the product creates a high-gloss water-repellent surface and long-lasting protection against dirt.InstructionsWash and dry the car.Shake before use.Do not apply if paintwork is hot to the touch. Apply the wax using a clean, soft, dry cloth or soft sponge. Apply a thin coat to the paintworkin circular motions.Allow to dry for approx. 5 minutes.Polish the paintwork using a clean, dry microfibre cloth until shiny. If it is difficult to polish off the product, apply a new coat and polish immediately.NOTE: Do not use in sunlight or on hot paintwork. Do not use on matte paintwork.EUH208 Contains reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1). May produce an allergic reaction.","Hella","Wash"
"Hard wax, 500 ml","Together with silicone, the wax provides lasting protection and is water-repellent. Protects against ageing/bleaching caused by UV radiation, and the effects of soot, exhaust gases, dirt, road salt, etc.EUH208 Contains .?. May produce an allergic reaction.","VDO","Wash"
"Polish BIO, 500 ml","Contains only biodegradable substances, which are kinder to the environment. Natural wax with carnauba (palm wax) and beeswax extract. Produces a glossy finish and protects against UV radiation, dirt, fumes, road salt, etc.WarningH317 May cause an allergic skin reaction.","Delphi Technologies","Wash"
"Hybrid wax","Easy-to-apply and long-lasting car wax for all paintwork and ceramic coatings. Produces increased pearl effect and a long-lasting shine. High resistance to cleaners. Contains carnauba waxes and other natural waxes mixed with additives and a hybrid polymer.Show safety phrases","INA","Wash"
"Cleaning wipes, all-round, 70-pack","For cleaning most hard surfaces. Effectively removes dirt and stains. Contains 70 wipes measuring 15 x 20 cm in a practical plastic tub.","AP Racing","Wash"
"Wet wipes, heavy duty, 40-pack","Heavy-duty, gentle, and frost-resistant wipes that are effective against oil, grease, paint, silicone, PU foam, soot, ink, etc. Perfect for keeping close at hand in cars, boats, and workshops or for taking along on trips. For easily cleaning e.g. hands, utensils and work surfaces.The structure and absorbency of the wipes improves their ability to dissolve and remove dirt from hands and surfaces, and they are also enriched with a moisturising agent.EUH208 Contains .?. May produce an allergic reaction.EUH210 Safety data sheet available on request.","AP Racing","Wash"
"Wet wipes, heavy duty, 36-pack","Heavy-duty, gentle, and frost-resistant wipes that are effective against oil, grease, paint, silicone, PU foam, soot, ink, etc. They have a rough side for scrubbing and a soft absorption surface. Perfect for keeping close at hand in cars, boats, and workshops or for taking along on trips. For easily cleaning e.g. hands, utensils and work surfaces.WarningH317 May cause an allergic skin reaction.","Behr Hella Service","Wash"
"Cleaning wipes, rubber and vinyl, 70-pack","For cleaning rubber and vinyl surfaces. Effectively removes dirt. Contains 70 wipes measuring 15 x 20 cm in a practical plastic tub.","ATE","Wash"
"Air Blower, 600 W","Air blower that effectively dries recently washed cars, motorbikes, boats, etc. Easily blows away water from trim, side mirrors and every nook and cranny on motorcycles. Can also be used as a basic vacuum cleaner. Supplied with blower pipe and collector.","Brembo","Wash"
"Pressure Spray, 8 litre","For simple, precise and economical application of pesticides, degreasing agents, etc.130 cm PVC hose and long, adjustable brass spray nozzle.Lockable flow control in on/off position for uninterrupted spraying.Operating pressure: 2-3 bar.Vent valve and gaskets made of Viton rubber.Supplied with a carrying strap.NOTE!The container should be emptied/rinsed out after use. Weed vinegar and similar agents can affect the Viton gasket and its service life.","Behr Hella Service","Wash"
"Backpack Sprayer, 15 litre","For easy, precise and sparing application of insecticides, degreasers, etc.150 cm PVC hose, long fibreglass spray nozzle (95 cm with handle).Long pump handle on the left side.Lockable flow regulator for continuous spraying.Viton rubber gaskets.Nylon back straps, reversible for right-hand and left-hand use.Spare nozzles and accessories included.","INA","Wash"
"Foam sprayer, 2 L","This manual foam sprayer is a practical tool that creates a thick and long-lasting foam without using a high-pressure washer. The foam sprayer with foam nozzle is intended for alkaline cleaning agents, e.g. when washing cars, motorcycles and bicycles.The strong foaming effect from the foam sprayer results in better cleaning since the cleaner is allowed to work longer and less cleaner is used. A tip is to fill the container halfway and then pump up the pressure – this will ensure an optimal foam/time ratio.The container has an opening diameter of 50 mm, which makes it easy to top up. The foam sprayer has a stable base that allows it to stand firmly and a durable design using EPDM gaskets. It is also equipped with a pressure-relief valve that prevents overpressure.Note!Not suitable for cold degreasing.","FAG","Wash"
"Foam nozzle","For use with a high pressure washer to create a thick, covering foam. The foam nozzle has a quick-connector for Spray Gun 17-841. With adjustable flow and spray angle. Fill the container with one of Biltema’s foam shampoos (refer to shampoo bottle for mixing ratio).","NGK Spark Plug","Wash"
"Foam nozzle","The nozzle fits on a 1/2-hosepipe and is used with foam wash to produce a foam that covers and settles on the surface and also penetrates hard-to-reach areas.The amount of foam can be adjusted with the black ring in the yellow cover.The front section can be pulled out, turned over and put back so that the spray becomes horizontal or vertical.","Hella","Wash"
"Halogen bulb Rally","Headlight bulb that offers higher effect (watt) and provides an excellent headlight beam. Note than a higher effect can damage the bulb holder and reflector. Not approved for road traffic and shall only be used for off-road driving. Sold individually.","TRW Automotive","Parts"
"Tyre fix, 500 ml","A spare tyre in a can. Repairs and pumps a punctured tyre without the wheel needing to be removed. Can also mend punctures on cars, caravans, trailers, etc. without the need for additional tools. Can be used on both tube and tubeless tyres.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H319 Causes serious eye irritation.","WABCO","Maintenance"
"Starting fluid, 400 ml","Biltema's Starting Fluid facilitates cold start of combustion engines. Prolongs the life of batteries and starters.WARNING! Must not be used on diesel engines with glow plugs.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH302 Harmful if swallowed.H336 May cause drowsiness or dizziness.","ATE","Maintenance"
"Mounting adhesive, 130 g","For quick and easy mounting of exhaust systems. The adhesive hardens when heated, which results in 100 % sealed joints.DangerH314 Causes severe skin burns and eye damage.H318 Causes serious eye damage.H335 May cause respiratory irritation.","WABCO","Maintenance"
"Nutlock, 50 ml","Universal product suitable for most situations where you want to prevent screw connections from vibrating loose. A couple of drops is enough to lock a screw or nut. The locking is anaerobic, i.e. it hardens only after it is applied, since there is no air in the screw connection.Produces a secure joint that can be easily taken apart with ordinary hand tools. Can be used on all types of metal (e.g. brass, stainless steel, titanium, aluminium). For thread sizes up to M36.WarningH317 May cause an allergic skin reaction.H319 Causes serious eye irritation.H400 Very toxic to aquatic life.H411 Toxic to aquatic life with long lasting effects.","LUK","Maintenance"
"Tyre fitting paste, 2 kg","Tyre mounting paste with corrosion protection. Facilitates rim mounting of tyres. The paste is applied to the tyre with a brush.Show safety phrases","Faurecia","Maintenance"
"Flange sealant, 50 g","Effective sealing between metal surfaces with a quick and secure hardening process. Creates a reliable seal that will not crack or shrink. Withstands temperatures between -62 °C and +330 °C. Very effective against petrol, diesel, glycol, brake fluid, and numerous mineral oils, synthetic oils, etc.Apply to a completely clean surface. The surface must be dry and free of dirt, oil or water.Unscrew the lid and use the lid to pierce the top of the tube.Apply to a clean surface.The product begins to dry within 1 hour, and is fully hardened after 24 hours.Unhardened sealant can be removed with a solvent, such as turpentine.Store the tube in cool, dry area. Should be used within 12 months after opening.WarningH317 May cause an allergic skin reaction.H319 Causes serious eye irritation.","Knorr-Bremse","Maintenance"
"Connector spray, 200 ml","Forms a lubricating film which protects against corrosion and wear on all electrical connectors in the automotive sector. With a nozzle that can also work upside down for ease of use in tight spaces.DangerEUH018 In use, may form flammable/explosive vapour-air mixture.EUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heated","Continental","Maintenance"
"Repair paste, 200 g","For repairing minor damage to silencers and exhaust pipes.DangerH314 Causes severe skin burns and eye damage.H318 Causes serious eye damage.H335 May cause respiratory irritation.","Bilstein","Maintenance"
"Belt spray, 400 ml","Reduces wear and tear, slippage and squeaking. Suitable for belts made of leather, textile and rubber.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","VDO","Maintenance"
"Rust remover, 250 ml","Cleaning agent for corroded electrical connectors. Restores a low voltage drop over connectors.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","FAG","Maintenance"
"Tyre fix, non-flammable, 500 ml","A non-flammable gas pumps up and seals a punctured tyre in a few seconds - a safe, fast and simple solution when it is not possible to change a tyre. Low GWP. Recommended for use on all types of vehicle tyres. For tyres 185R 14 and greater. After use the tyre must be immediately examined by a professional tyre shop.WarningEUH208 Contains .?. May produce an allergic reaction.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.","WABCO","Maintenance"
"Thread sealant, 50 ml","For sealing fine threads.Seals against e.g. gas, water, liquefied petroleum gas, and petrol.Can also be used on valves and gauges without obstructing flow to/from these.Very high resistance to vibrations and impacts.Produces tight connections that are easy to dismantle even after many years of use.Withstands temperatures up to 150 °C.Suitable for use in connections up to 20 mm (3/4).WarningH315 Causes skin irritation.H317 May cause an allergic skin reaction.H319 Causes serious eye irritation.H335 May cause respiratory irritation.H400 Very toxic to aquatic life.H411 Toxic to aquatic life with long lasting effects.","INA","Maintenance"
"Car door rubber protection, 100 ml","Prevents the car door rubber from freezing fast, and protects them from drying out. Simply apply to the rubber seals around the doors, boot, etc. Leaves a layer of protective silicone film. Repeat if necessary. Can also be used on seals for fridges, freezers and washing machines. Shake before use.EUH208 Contains reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1). May produce an allergic reaction.","Faurecia","Maintenance"
"Silencer bandage , 5 x 91 cm","For mending holes and cracks in conventional and catalytic converter exhaust systems. Can be secured in place with steel wire or masking tape and hardens by means of heat.Show safety phrases","Bilstein","Maintenance"
"Straight pipe with sleeve, 0.5 m, 76 mm","Universal exhaust pipe in high-gloss polished stainless steel.","Ruville","Parts"
"Freeze spray, 270 g","Freeze Spray is a troubleshooting aid for electrical faults, short circuits, power failures or temperature fluctuations. Freezes quickly down to -55 °C. Can be used for transistors, silicon diodes, resistors, etc., and for metals during induction shrink fitting (bearing installation). Incombustible. To comply with requirements stipulated in F-Gas Regulations, this product contains refrigerants with a low GWP (Global Warming Potential).WarningH229 Pressurised container: May burst if heated","TRW Lucas","Maintenance"
"Leak detector, gas, 250 ml","Water-based gas leak detector. Quickly and surely reveals and locates gas leaks and pressure losses in pipes, pressurised systems, etc. by generating clearly visible bubbles at the gas leak. Can also be used to check pressure losses in e.g. brake systems (pneumatic brakes) and air conditioning systems. Does not cause stains or corrosion. Compatible with all types of plastic, steel, aluminium, copper, etc.WarningH229 Pressurised container: May burst if heatedH317 May cause an allergic skin reaction.H319 Causes serious eye irritation.","INA","Maintenance"
"Metal protective oil, 400 ml","Protects metal products from corrosion. Suitable for use prior to long-term preservation or storage, and for protecting and lubricating machines, weapons, small mechanical parts, and spare parts.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","ATE","Maintenance"
"Gas/Oil sealing, 50 ml","Thread sealant for metal connections. Works equally well on HVAC connections as it does for gas and oil installations. Seals without clogging valves or pressure gauges. In practical tube for easy application. Temperature range -50 °C to +150 °C. Suitable for use in connections up to 75 mm. Does not crack or contract. Very high resistance to vibrations and impacts. Hardens in less than 15 minutes.InstructionsEnsure that all parts are clean, dry and free of oil and grease. A better result is achieved with degreased parts.Fill the connection with sealant by hand, directly from the tube.Assemble the parts.Wipe up any excess sealant that may have seeped out. The thread sealant hardens in the absence of oxygen.Allow the thread sealant to solidify for about 15-30 minutes, depending on the amount used.WarningEUH208 Contains 1-acetyl-2-phenylhydrazine. May produce an allergic reaction.H315 Causes skin irritation.H317 May cause an allergic skin reaction.H319 Causes serious eye irritation.H335 May cause respiratory irritation.H411 Toxic to aquatic life with long lasting effects.","Bosch","Maintenance"
"PTFE Lock Lubricant, 50 ml","PTFE-based lock lubricant for old and new locks. For preventive use. The addition of PTFE ensures the lock will not freeze. Even old, rusted and seized locks will be like new after treating them with this lock lubricant. Moisture displacing.WarningH226 Flammable liquid and vapour.","Ferodo","Maintenance"
"Vaseline spray, 200 ml","For heavy-duty connectors in the automotive sector. Forms a thick, lubricating and water-repellent protective film. For electrical connectors, battery terminals, main switches, push-pull connectors and outdoor switches in unprotected environments. Not electrically conductive.DangerEUH018 In use, may form flammable/explosive vapour-air mixture.EUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.H412 Harmful to aquatic life with long lasting effects.","WABCO","Maintenance"
"Car door rubber protection, 80 ml","Prevents the car door rubber from freezing fast, and protects them from drying out. Simply apply to the rubber seals around the doors, boot, etc. Leaves a layer of protective silicone film. Repeat if necessary. Can also be used on seals for fridges, freezers and washing machines. Shake before use.","Faurecia","Maintenance"
"Lock Spray","Thaws ice in frozen locks. 15 ml.DangerExtremely flammable aerosol.Pressurised container: May burst if heated.Causes serious eye irritation.Show safety phrases","INA","Maintenance"
"Vaseline Spray","For heavy-duty connectors in the automotive sector. Forms a thick, lubricating and water-repellent protective film. For electrical connectors, battery terminals, main switches, push-pull connectors and outdoor switches in unprotected environments. Not electrically conductive. 200 ml.DangerRepeated exposure may cause skin dryness or cracking.Extremely flammable aerosol.Pressurised container: May burst if heated.Show safety phrases","BorgWarner","Maintenance"
"Brake cleaner, 400 ml","Quick-drying, ultra-effective product for cleaning brake drums, pads, discs, couplings, cylinders, lines and strips. Removes grease, oil, lubricant, tar, etc. Does not damage plastic or paint. Mitigates brake noise.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","Magneti Marelli","Maintenance"
"Heat-resistant paint","Heat-resistant spray paint for painting surfaces that become hot, inside and outside, e.g. flue pipes, outdoor grills, iron stoves, etc. Withstands temperatures up to +600 °C. Primer must NOT be used as it cannot withstand high temperatures. Surfaces exposed to naked flames must be allowed to dry for at least 24 hours before use (iron stoves, outdoor grills, etc.). The paint will NOT harden until it is heated.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Delphi Technologies","Maintenance"
"Halogen bulb Offroad, Mega blue, H1, 12 V, 100 W, 2-pack.","Halogen bulb with blue glass that produces an extremely white light. High colour temperature. Perfect for both your everyday car and for car tuning. Shines up to 30% more light on the road than standard halogen bulbs. Offers higher output (watt) and produces an excellent headlight beam. Take note that a higher output can damage the bulb holder and reflector. Not approved for road traffic and must only be used for off-road driving. Sold in pairs.","TRW Lucas","Parts"
"End pipe","OE: 1271404","GKN Driveline","Parts"
"Heat-resistant paint, black, 400 ml","Heat-resistant spray paint for painting surfaces that become hot, inside and outside, e.g. flue pipes, outdoor grills, iron stoves, etc. Withstands temperatures up to +600 °C. Primer must NOT be used as it cannot withstand high temperatures. Surfaces exposed to naked flames must be allowed to dry for at least 24 hours before use (iron stoves, outdoor grills, etc.). The paint will NOT harden until it is heated.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","INA","Maintenance"
"Clear coat for Biltema Touch-up Paint, 400 ml","Transparent coat for painting over Biltema Touch-up Paint. Gives painted surfaces a high finish and superior durability. The clear coat dries quickly and makes the surface resistant to wear.NOTE: For best results, metallic paint should always be painted over with clear coat.The clear coat is only intended for use with Biltema Touch-up Paint.DangerEUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","ZF Friedrichshafen","Maintenance"
"Zinc/cold galvanising agent, 400 ml","Zinc spray suitable for rust-proofing on surfaces of iron/steel which are not normally painted over, for example, exhaust pipes, weld joints, surfaces on the insides of engine bays and bodywork. Zinc content 90% in a dry film. The cold galvanising agent has good coverage and dries quickly, the surface is workable after 30 minutes. The surface can withstand temperatures of up to approx. +200 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","AP Racing","Maintenance"
"Rim paint, 400 ml","Special paint for painting wheel rims. A constituent special paint makes the paint impact- and wear-resistant, and also protects against salt and gravel. The paint produces a semi-glossy surface and has good coverage. Before painting, always test-spray on a metal sheet to ensure the colour tone matches the desired result. For best painting results, first use primer, 34-101 or 34-102.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Magna International","Maintenance"
"Rim paint, black, 400 ml","Special paint for painting wheel rims. A constituent special paint makes the paint impact- and wear-resistant, and also protects against salt and gravel. The paint produces a semi-glossy surface and has good coverage. Before painting, always test-spray on a metal sheet to ensure the colour tone matches the desired result. For best painting results, first use primer, 34-101 or 34-102.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heated.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Tenneco","Maintenance"
"Brake cleaning, refill 5 litre","Quick.drying and effective product for cleaning of all brake and clutch parts. Removes grease, oil, dirt, brake fluid and hardened residue. Does not harm plastic or painted surfaces. Mitigates brake noise. Applied with a spray bottle for refill.DangerH222 Extremely flammable aerosol.H304 May be fatal if swallowed and enters airways.H315 Causes skin irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","Ruville","Maintenance"
"Engine paint, glossy black, 400 ml","Paint for engine blocks, cylinder heads, etc. Quick-drying paint that hardens into an enamel-like surface. Withstands temperatures up to 150 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Valeo","Maintenance"
"Brake cleaning, refill 5 litre","Quick.drying and effective product for cleaning of all brake and clutch parts. Removes grease, oil, dirt, brake fluid and hardened residue. Does not harm plastic or painted surfaces. Mitigates brake noise. Applied with a spray bottle for refill.NOTE! Do not use on energised or sensitive electronic equipment. Ensure good ventilation. Test on sensitive material prior to use.Instructions: Apply with a spray bottle for refill. Use the extension pipe for precise application. Spray liberally and allow it to run off and dry at room temperature, or wipe it off with a clean cloth. Repeat as necessary.Storage: Must be stored in an area out of direct sunlight and protected from frost.DangerH225 Highly flammable liquid and vapour.H304 May be fatal if swallowed and enters airways.H315 Causes skin irritation.H336 May cause drowsiness or dizziness.H411 Toxic to aquatic life with long lasting effects.","TRW Lucas","Maintenance"
"Engine paint, matte black, 400 ml","Paint for engine blocks, cylinder heads, etc. Quick-drying paint that hardens into an enamel-like surface. Withstands temperatures up to 150 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Magneti Marelli","Maintenance"
"Hand cleaner, 4 litre","Coarse cleaning agent that effectively dissolves oil, grease and other stubborn dirt. Contains corn-based biodegradable abrasive. The grains carefully scrub away the most stubborn dirt from hands. For use on dry hands.","LUK","Maintenance"
"Halogen bulb H15, 12 V, 55 W, 1 pcs","Halogen bulb for fog, full or dipped beam vehicle lights at an affordable price. Conforms to ECE R37 and therefore approved for road traffic. Sold individually.","BorgWarner","Parts"
"Side blinkers","Without bulb socket. E-marked.","Behr Hella Service","Parts"
"AC Cleaner, 150 ml","For effective cleaning of the car's AC system. Removes bacteria and mould that can cause bad smells.Easy to use.Cleans the entire AC system in 10 minutes.Removes bacteria and mould.Not harmful to seat coverings.Helps prevent allergic reactions.NOTE! Use biocides safely. Always read the label and product information before use.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH336 May cause drowsiness or dizziness.","Schaeffler","Maintenance"
"Plastic paint, 400 ml","Quick drying plastic paint with good coverage. Developed for painting external plastic parts on cars, motorcycles, caravans, motorhomes, etc. Perfect for e.g. bumpers, spoilers, side skirts.DangerEUH066 Repeated exposure may cause skin dryness or cracking.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","Texa","Maintenance"
"Hand cleaner, 1 litre","Coarse cleaning agent that effectively dissolves oil, grease and other stubborn dirt. Contains corn-based biodegradable abrasive. The grains carefully scrub away the most stubborn dirt from hands. For use on dry hands.","ZF Friedrichshafen","Maintenance"
"Hand cleaner, 1 litre","A concentrated, extra-strong hand cleaner that effectively removes ingrained dirt, grease, grime, oil, etc. The cleaning paste contains natural plant-based abrasives and activated charcoal. The hand cleaner leaves skin soft, clean, and fragrant.Instructions: Apply the product to dry hands, rub them gently together, and gradually add water until all the dirt is dissolved. Rinse hands thoroughly and then dry.Warnings: Do not use the product on sensitive areas such as the face, armpits, or intimate areas.Does not contain:Parabens and silicones","Ruville","Maintenance"
"Brake calliper paint, red, 400 ml","Quick-drying 1-component acrylic paint with good adhesion for painting brake calipers. Produces a glossy, heat-resistant surface that protects against corrosion and chemicals and easy to keep clean.Remove loose rust and dirt with a wire brush.Spray on the paintHeat-resistant up to 200 °C.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.","LUK","Maintenance"
"Rubber Paint, matte black, 400 ml","An easy way to repaint or protect the things you own. The paint applies easily and adheres to most materials. Produces an elastic, rubber-like surface that protects against e.g. sunlight, corrosion and moisture. Can be used on e.g. cars, boats and motorcycles. Suitable for e.g. rims. Easy to remove after use.Produces a very elastic film.Can be painted over with itself.Waterproof.Attaches to e.g. metal, carbon fiber, wood, plastic, stone and glass.Protects against sunlight, corrosion and moisture.Leaves no residue or marks.Suitable for e.g. rims.Instructions for use:Clean the surface to be painted, the surface must be dry and free of grease and dust. Shake the can well before use. Spray distance: 20–25 cm. Spray in several thin layers. Allow each coat tack to dry 15-20 minutes before the next spray. Let the surface dry for about 4 hours. Turn the can upside down and spray the valve clean after use. Apply at least 4-5 layers to be able to remove the color easily.NOTE! Test spray first on a hidden surface to check the result.DangerEUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H336 May cause drowsiness or dizziness.H412 Harmful to aquatic life with long lasting effects.","INA","Maintenance"
"Vinyl paint, black, 400 ml","Spray paint for plastic surfaces on vehicles, e.g. for ceilings, walls, mirrors, dashboards, door sides and car upholstery. Also works well on computers, surfboards, skateboards and snowboards.The paint is highly adhesive, pliable and does not crack.For best adhesion, Vinyl Primer is recommended.Cover areas that will not be painted. Polystyrene surfaces must be covered before painting.Good adhesion, even on leather and plastics.Flows easily and spreads well.Quick drying, scratch-resistant and weatherproof.Tolerates water and mild detergents.Do not spray onto cured materials, such as epoxy paint, as the paint coat may rise.DangerEUH205 Contains epoxy constituents. May produce an allergic reaction.EUH208 Contains  Fatty acids, C18, unsatd., dimers, reaction products with N,N-dimethyl-1,3-propanediamine and 1,3- propanediamine. May produce an allergic reaction.H222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.H412 Harmful to aquatic life with long lasting effects.","BorgWarner","Maintenance"
