Name,Description,Price,Img,Category
"Touch-up stick, primer, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-920_xl_1.jpg,Car Paint
"Touch-up stick, black 835, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-906_xl_1.jpg,Car Paint
"Touch-up stick, black 826-5, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-911_xl_1.jpg,Car Paint
"Touch-up stick, cream white 025, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-914_xl_1.jpg,Car Paint
"Touch-up stick, satin black, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-903_xl_1.jpg,Car Paint
"Touch-up stick, orange-red 310, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-910_xl_1.jpg,Car Paint
"Touch-up stick, orange-red, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-910_xl_1.jpg,Car Paint
"Touch-up stick, green 629, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-913_xl_1.jpg,Car Paint
"Touch-up stick, light-blue 790, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-919_xl_1.jpg,Car Paint
"Touch-up stick, yellow-orange 240, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-908_xl_1.jpg,Car Paint
"Touch-up stick, gold 563, 9 ml","Easy-to-use paint with a fine brush, which enables precise application. The paint, together with primer and clear coat, produces a strong protective coat and glossy surface. Used, for example, when repairing chips and minor scratches on paintwork, as a hobby paint on surfaces such as metal, panels, and plastic, or for model building. Can be painted over at any time with the same paint or with an appropriate clear coat.PropertiesEasy to useQuick dryingScratch resistantWeather resistantRecommendation for repairing metal and plasticStep 1 – Primer touch-up stickStep 2 – Colour shade touch-up stickStep 3 – 2 coats of clear coat (optional, but recommended to increase the gloss and weather resistance)Instructions:Remove rust and clean the surface to be painted.Shake the bottle well and check the colour shade.Apply the paint with the brush.DangerEUH066 Repeated exposure may cause skin dryness or cracking.EUH211 Warning! Hazardous respirable droplets may be formed when sprayed. Do not breathe spray or mist.H225 Highly flammable liquid and vapour.H319 Causes serious eye irritation.H336 May cause drowsiness or dizziness.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-909_xl_1.jpg,Car Paint
"Paint pen, 12 ml","Easy-to-use paint pen with felt-tip and brush for mending chips and scratches. Provides strong protection and a glossy surface together with primer and clear coat. Available in an assortment of colours to match most vehicles. Search for the colour you need in our colour guide.InstructionsRemove dirt and rust. Treat unpainted surfaces with Primer36-7430. Shake the bottle well. Apply a thin layer using the felt-tip or brush, depending on the size of the damaged area. Allow to dry, then treat with Clear Coat36-7431or Clear Coat Metallic36-7432. When the clear coat has dried, buff with abrasive.Find the paint pen you needDangerHighly flammable liquid and vapour.Causes skin irritation.Causes serious eye irritation.May cause drowsiness or dizziness.Show safety phrases",64.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-7468_xl_1.jpg,Car Paint
"Textile cleaning, 400 ml","A powerful and advanced foam cleaning agent with a brush that effectively removes stains and dirt from car upholstery, textile carpeting and other textile upholstery in cars. Cleans easily, efficiently and gently.InstructionsVacuum the surface to be cleaned to remove loose dirt.Shake the bottle, spray foam on the textile surface to be cleaned.Moisten the brush and brush in the agent well. Work with a small part at a time.Wipe off the remaining agent with a damp cloth.Allow to dry in a well-ventilated environment, especially car seats.Also suitable for home use.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH317 May cause an allergic skin reaction.H412 Harmful to aquatic life with long lasting effects.",54.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-9300_xl_1.jpg,Car Wash
"Super Cleaner, 500 ml","Cleaning agent that effectively removes dirt and grease from car windows, dashboards and other surfaces in hard plastic materials thanks to the active cleaning formula. Can be used on both the inside and outside of the car. Leaves a pleasant flowery scent.EUH208 Contains .?. May produce an allergic reaction.",39.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-838_xl_1.jpg,Car Wash
"Interior brushes, 2 pcs.",A cleaning brush with a soft brush designed for brushing and cleaning as well as for interior cleaning. The brush can also be used externally for washing hard-to-reach spaces.,59.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-747_xl_1.jpg,Car Wash
"Interior cleaning, 300 ml","Clean the dashboard and plastic interior surfaces of water-soluble stains. The active formula creates a fresh feeling and leaves a matt new car finish. The agent protects the surface against drying out, cracking and bleaching. Leaves a fresh scent.",46.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-0157_xl_1.jpg,Car Wash
"Textile cleaner, 500 ml","Textile cleaner that removes difficult dirt from the seats and other textiles in the car. The agent has a quick-acting formula that penetrates and lifts the dirt. Creates a fresh and clean feeling and helps to remove odours from food, tobacco, pets, etc.",39.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-837_xl_1.jpg,Car Wash
"Textile cleaning, 500 ml","Say goodbye to seat stains and dirty textile mats with this low-foam cleaner for car upholstery and car mats. The textile spray cleaner is highly effective, dissolves stubborn dirt without leaving stains, and has a fresh and citrusy scent. For best results, use with a wet-dry vacuum cleaner or textile cleaning machine.WarningEUH208 Contains .?. May produce an allergic reaction.H319 Causes serious eye irritation.",64.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-769_xl_1.jpg,Car Wash
"Leather care kit, 4 parts","Gives leather an impressive lustre and a faint new leather smell. Softens and protects the leather from drying out and cracking. Contains everything needed to clean, moisturise and protect leather.  Protects for a whole year after treatment.Includes the following: 500 ml cleaner, 500 ml impregnation oil, microfibre cloth and microfibre sponge.WarningH317 May cause an allergic skin reaction.",159,https://productimages.biltema.com/v1/image/imagebyfilename/36-05_xl_1.jpg,Car Wash
Interior cleaning,"Clean the dashboard and plastic interior surfaces of water-soluble stains. The active formula creates a fresh feeling and leaves a matt new car finish. The agent is water-based and protects the surface against drying out, cracking and bleaching. Leaves no smell.Contains <name of sensitising substance>. May produce an allergic reaction.Show safety phrases",23.45,https://productimages.biltema.com/v1/image/imagebyfilename/36-9307_xl_1.jpg,Car Wash
"Car interior cleaner BIO, 500 ml","Contains only biodegradable substances, which are kinder to the environment. For cleaning all materials that tolerate water. Quickly and effectively removes stains on upholstery, mats, the interior roof, the sides of the doors and other plastic, metal and leather interiors.Show safety phrases",39.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1738_xl_1.jpg,Car Wash
Vinyl cleaning sponge,"Quickly and easily freshens up plastic, rubber, and artificial leather interior details. Provides a glossy, dirt-repellent, anti-static surface and protects against drying out and cracks. Can be reused.NOTE! Store in packaging when not in use.",42.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-899_xl_1.jpg,Car Wash
"Air purifier, 100 ml",Air purifier that eliminates and prevents bad odours and freshens car interiors through the air-con system. The product optimally reconditions the air-con system and prevents bacterial and fungal growth in car air systems. It freshens the air and has a lasting effect. The propellant gas is non-flammable.view less..WarningPressurised container: May burst if heated.Show safety phrases,74.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-9310_xl_1.jpg,Car Wash
Interior brush,"The brush effectively removes dog and cat hair from fabrics such as upholstery, cushions and carpets. With easy-grip handle and PVC bristles. Can be washed easily under running water.",26.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-29_xl_1.jpg,Car Wash
"Foam bottle, 150 ml","The dispenser produces a thick dry foam, which prevents spreading and makes it easier to apply. And ultimately costs you less money. The foam dispenser is perfect for interior cleaning and leather cleaning, preferably in combination with an interior brush or leather brush.",32.90,/dist/img/bitmaps/no__src.png,Car Wash
"Cleaning wipes, interior, 70-pack","For cleaning car interiors, such as the dashboard, etc. Effectively removes dirt and stains. Contains 70 wipes measuring 15 x 20 cm in a practical plastic tub.",39.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-892_xl_1.jpg,Car Wash
Leather Cleaning Wipes,"Practical wet wipes for cleaning and protecting leather. Useful for wiping off spots and stains on leather furniture, car interiors, leather jackets, etc. With a simple wipe you can clean, protect and preserve leather surfaces in your car or boat. Do not use on suede, floor surfaces, pedals, handles, steering wheels, bench seats, bicycle seats, bicycle tyres, brake drums and other surfaces that must not be slippery. Do not use on transparent surfaces, plastic or plexiglas.WarningMay cause an allergic skin reaction.Show safety phrases",49.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-899_xl_1.jpg,Car Wash
"Ceramic quick sealant, 500 ml","Ceramic protective coating that is easily sprayed onto wet or dry car paintwork. The quick seal brings out the depth of the paint colour and adds a high gloss. The water-repellent and protective coating repels water and dirt particles. Ideal for the care of unprotected cars as well as for reinforcing previous protection.The product can be used on painted surfaces and on parts made of plastic and chrome. Do not use on glass. The product has a neutral pH.InstructionsBefore use: Wash the car with car shampoo.Application on wet paintwork:Spray the product evenly – approx. 4-6 sprays per 1 m². For best results, rinse off with high pressure. Use a chamois or absorbent microfibre to remove any remaining water droplets.Application on dry paintwork: Spray the product evenly – approx. 3-5 sprays per 1 m². Polish the paintwork with a microfibre cloth.NOTE:Do not use in sunlight or on hot paintwork. If the product dries on the paintwork, apply again and polish with a microfibre cloth.WarningEUH208 Contains Reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1). May produce an allergic reaction.H319 Causes serious eye irritation.",59.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-1004_xl_1.jpg,Car Wash
"Speed shine detailer, 1 litre",Easy-to-use shine detailer that creates an unbeatable shine and good run-off without wax or polishing. Use directly after washing or between washes to quickly wipe away dust and give the car’s exterior an impressive lustre. Can also be used as a wet wax.EUH208 Contains .?. May produce an allergic reaction.H317 May cause an allergic skin reaction.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-75_xl_1.jpg,Car Wash
"Speed Shine, 500 ml",Easy-to-use liquid shiner that gives unbeatable shine without wax or polishing in just a few minutes. Use directly after washing or between washes to quickly rinse away dust and give the car's exterior an impressive lustre.EUH208 Contains .?. May produce an allergic reaction.,39.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-836_xl_1.jpg,Car Wash
"Speed shine, 2 litre",Easy-to-use liquid shiner that gives unbeatable shine without wax or polishing in just a few minutes. Use directly after washing or between washes to quickly rinse away dust and give the car's exterior an impressive lustre. Application by means of a water hose which is connected directly to the included ejector.EUH208 Contains .?. May produce an allergic reaction.,129,https://productimages.biltema.com/v1/image/imagebyfilename/36-1920_xl_1.jpg,Car Wash
"Super Gloss, 500 ml","Super Gloss shiner provides a glossy lustre to car paintwork, rub strips and chrome trim. The innovative composition provides a long-lasting shine while also making it difficult for dirt and dust to stick to surfaces.",79.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-72_xl_1.jpg,Car Wash
"Ceramic spray wax, 500 ml","Ceramic paint coating that can be easily applied to paintwork on cars, motorcycles, etc. Protects the paintwork and provides a good shine and faster runoff. Do not dilute, apply to wet paintwork.EUH208 Contains .?. May produce an allergic reaction.",59.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-2005_xl_1.jpg,Car Wash
"Quick Sealant, 500 ml","Quick sealant in spray bottle for quick and easy application. The sealant produces a high-gloss and water-repellent effect on paintwork, trim, and chromed details. It creates a long-lasting shine while also making it difficult for dirt and dust to stick to the surface.InstructionsMake sure the surface is completely clean and dry before using the product.Shake well before use.Spray a small amount on the surface. Distribute over a small area at a time using microfibre cloth –do not allow to dry.Wipe down with a clean microfibre cloth.NOTE!Avoid contact with glass.Store in a dry and cool area.EUH208 Contains reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1). May produce an allergic reaction.",79.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-044_xl_1.jpg,Car Wash
Ceramic paint protection,"Provides the car with lasting protection against air pollution, dirt, road salt, particles and UV rays. The car therefore does not need to be washed as often. It also reduces the risk of scratching and colour fading. Produces an excellent shine with extra water beading. Suitable for all paintwork on metal and plastic, e.g. bodywork, rims, plastic parts and headlamps.DangerCauses severe skin burns and eye damage.Harmful to aquatic life with long lasting effects.Show safety phrases",229,https://productimages.biltema.com/v1/image/imagebyfilename/37-796_xl_1.jpg,Car Wash
"Quick wax, 500 ml","Wax-based product that is easy to use on all smooth and shiny surfaces (paintwork, glass and plastic). Leaves a brilliant shine, enhances colour and makes the surface smooth. The product protects and produces a water-repellent surface. Does not leave streaks on plastic and rubber.EUH066 Repeated exposure may cause skin dryness or cracking.EUH210 Safety data sheet available on request.",99.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-805_xl_1.jpg,Car Wash
"Ceramic wax, 300 ml","A ceramic wax with unique ceramic formula and carnauba wax additive that provides long-lasting paintwork protection (up to 12 months). The wax also provides very high resistance to UV rays, creates a water-repellent coating, and enhances the paintwork’s shine.WarningH226 Flammable liquid and vapour.",99.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-2007_xl_1.jpg,Car Wash
"Hard wax, 250 g","This is a carnauba hard wax that gives paintwork a high-gloss finish. The product fills superficial wash scratches. Thanks to the content of natural carnauba wax, the product creates a high-gloss water-repellent surface and long-lasting protection against dirt.InstructionsWash and dry the car.Shake before use.Do not apply if paintwork is hot to the touch. Apply the wax using a clean, soft, dry cloth or soft sponge. Apply a thin coat to the paintworkin circular motions.Allow to dry for approx. 5 minutes.Polish the paintwork using a clean, dry microfibre cloth until shiny. If it is difficult to polish off the product, apply a new coat and polish immediately.NOTE: Do not use in sunlight or on hot paintwork. Do not use on matte paintwork.EUH208 Contains reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1). May produce an allergic reaction.",79.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-1012_xl_1.jpg,Car Wash
"Hard wax, 500 ml","Together with silicone, the wax provides lasting protection and is water-repellent. Protects against ageing/bleaching caused by UV radiation, and the effects of soot, exhaust gases, dirt, road salt, etc.EUH208 Contains .?. May produce an allergic reaction.",59.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-617_xl_1.jpg,Car Wash
"Polish BIO, 500 ml","Contains only biodegradable substances, which are kinder to the environment. Natural wax with carnauba (palm wax) and beeswax extract. Produces a glossy finish and protects against UV radiation, dirt, fumes, road salt, etc.WarningH317 May cause an allergic skin reaction.",79.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1739_xl_1.jpg,Car Wash
Hybrid wax,Easy-to-apply and long-lasting car wax for all paintwork and ceramic coatings. Produces increased pearl effect and a long-lasting shine. High resistance to cleaners. Contains carnauba waxes and other natural waxes mixed with additives and a hybrid polymer.Show safety phrases,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-806_xl_1.jpg,Car Wash
"Cleaning wipes, all-round, 70-pack",For cleaning most hard surfaces. Effectively removes dirt and stains. Contains 70 wipes measuring 15 x 20 cm in a practical plastic tub.,39.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-890_xl_1.jpg,Car Wash
"Wet wipes, heavy duty, 40-pack","Heavy-duty, gentle, and frost-resistant wipes that are effective against oil, grease, paint, silicone, PU foam, soot, ink, etc. Perfect for keeping close at hand in cars, boats, and workshops or for taking along on trips. For easily cleaning e.g. hands, utensils and work surfaces.The structure and absorbency of the wipes improves their ability to dissolve and remove dirt from hands and surfaces, and they are also enriched with a moisturising agent.EUH208 Contains .?. May produce an allergic reaction.EUH210 Safety data sheet available on request.",59.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-975_xl_1.jpg,Car Wash
"Wet wipes, heavy duty, 36-pack","Heavy-duty, gentle, and frost-resistant wipes that are effective against oil, grease, paint, silicone, PU foam, soot, ink, etc. They have a rough side for scrubbing and a soft absorption surface. Perfect for keeping close at hand in cars, boats, and workshops or for taking along on trips. For easily cleaning e.g. hands, utensils and work surfaces.WarningH317 May cause an allergic skin reaction.",59.90,https://productimages.biltema.com/v1/image/imagebyfilename/34-975_xl_1.jpg,Car Wash
"Cleaning wipes, rubber and vinyl, 70-pack",For cleaning rubber and vinyl surfaces. Effectively removes dirt. Contains 70 wipes measuring 15 x 20 cm in a practical plastic tub.,39.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-893_xl_1.jpg,Car Wash
"Air Blower, 600 W","Air blower that effectively dries recently washed cars, motorbikes, boats, etc. Easily blows away water from trim, side mirrors and every nook and cranny on motorcycles. Can also be used as a basic vacuum cleaner. Supplied with blower pipe and collector.",219,https://productimages.biltema.com/v1/image/imagebyfilename/17-829_xl_1.jpg,Car Wash
"Pressure Spray, 8 litre","For simple, precise and economical application of pesticides, degreasing agents, etc.130 cm PVC hose and long, adjustable brass spray nozzle.Lockable flow control in on/off position for uninterrupted spraying.Operating pressure: 2-3 bar.Vent valve and gaskets made of Viton rubber.Supplied with a carrying strap.NOTE!The container should be emptied/rinsed out after use. Weed vinegar and similar agents can affect the Viton gasket and its service life.",139,https://productimages.biltema.com/v1/image/imagebyfilename/45-577_xl_1.jpg,Car Wash
"Backpack Sprayer, 15 litre","For easy, precise and sparing application of insecticides, degreasers, etc.150 cm PVC hose, long fibreglass spray nozzle (95 cm with handle).Long pump handle on the left side.Lockable flow regulator for continuous spraying.Viton rubber gaskets.Nylon back straps, reversible for right-hand and left-hand use.Spare nozzles and accessories included.",219,https://productimages.biltema.com/v1/image/imagebyfilename/14-1977_xl_1.jpg,Car Wash
"Foam sprayer, 2 L","This manual foam sprayer is a practical tool that creates a thick and long-lasting foam without using a high-pressure washer. The foam sprayer with foam nozzle is intended for alkaline cleaning agents, e.g. when washing cars, motorcycles and bicycles.The strong foaming effect from the foam sprayer results in better cleaning since the cleaner is allowed to work longer and less cleaner is used. A tip is to fill the container halfway and then pump up the pressure – this will ensure an optimal foam/time ratio.The container has an opening diameter of 50 mm, which makes it easy to top up. The foam sprayer has a stable base that allows it to stand firmly and a durable design using EPDM gaskets. It is also equipped with a pressure-relief valve that prevents overpressure.Note!Not suitable for cold degreasing.",149,https://productimages.biltema.com/v1/image/imagebyfilename/10-650_xl_1.jpg,Car Wash
Foam nozzle,"For use with a high pressure washer to create a thick, covering foam. The foam nozzle has a quick-connector for Spray Gun 17-841. With adjustable flow and spray angle. Fill the container with one of Biltema’s foam shampoos (refer to shampoo bottle for mixing ratio).",149,https://productimages.biltema.com/v1/image/imagebyfilename/17-840_xl_1.jpg,Car Wash
Foam nozzle,"The nozzle fits on a 1/2""-hosepipe and is used with foam wash to produce a foam that covers and settles on the surface and also penetrates hard-to-reach areas.The amount of foam can be adjusted with the black ring in the yellow cover.The front section can be pulled out, turned over and put back so that the spray becomes horizontal or vertical.",419,https://productimages.biltema.com/v1/image/imagebyfilename/37-4519_xl_1.jpg,Car Wash
"Tyre fix, 500 ml","A spare tyre in a can. Repairs and pumps a punctured tyre without the wheel needing to be removed. Can also mend punctures on cars, caravans, trailers, etc. without the need for additional tools. Can be used on both tube and tubeless tyres.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH315 Causes skin irritation.H319 Causes serious eye irritation.",54.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-082_xl_1.jpg,Car Maintenance
"Starting fluid, 400 ml",Biltema's Starting Fluid facilitates cold start of combustion engines. Prolongs the life of batteries and starters.WARNING! Must not be used on diesel engines with glow plugs.DangerH222 Extremely flammable aerosol.H229 Pressurised container: May burst if heatedH302 Harmful if swallowed.H336 May cause drowsiness or dizziness.,34.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-526_xl_1.jpg,Car Maintenance
"Mounting adhesive, 130 g","For quick and easy mounting of exhaust systems. The adhesive hardens when heated, which results in 100 % sealed joints.DangerH314 Causes severe skin burns and eye damage.H318 Causes serious eye damage.H335 May cause respiratory irritation.",46.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1772_xl_1.jpg,Car Maintenance
