Make,Model,Price,ModelYear,FuelType,Reg,Kilometers,GearType,HorsePower
Ford,Ka,38000,2013,Benzin,2013,163000,M,69
Ford,Fusion,29900,2008,Benzin,2008,251000,A,100
Ford,S-MAX,209900,2016,Benzin,2016,136000,A,240
Ford,C-MAX,84900,2013,Benzin,2013,176000,M,125
Ford,Puma,264900,2022,Benzin,2022,5000,A,125
Ford,Focus,149900,2018,Benzin,2017,146311,A,125
Ford,Focus,89900,2014,Benzin,2014,159000,M,125
Ford,Mondeo,29900,2006,Benzin,2006,217000,M,170
Ford,Ka,46980,2013,Benzin,2013,91000,M,69
Ford,Mondeo,169900,2017,Diesel,2017,112000,A,180
Ford,Fiesta,86900,2017,Benzin,2016,122000,M,125
Ford,S-MAX,164700,2016,Diesel,2016,194726,A,180
Ford,Fiesta,66800,2015,Benzin,2015,144000,M,100
Ford,Mondeo,64900,2011,Diesel,2011,294000,M,115
Ford,Fiesta,89900,2014,Benzin,2014,82000,M,125
Ford,Fiesta,79900,2015,Benzin,2015,63500,M,100
Ford,Fiesta,94900,2016,Benzin,2017,117000,M,125
Ford,Focus,116900,2018,Benzin,2017,141000,M,125
Ford,Focus,109900,2017,Benzin,2017,177000,M,125
Ford,C-MAX,94900,2013,Benzin,2014,98000,M,100
Ford,Focus,68500,2014,Diesel,2013,131000,M,115
Ford,Mondeo,129900,2015,Diesel,2014,239000,A,180
Ford,Mondeo,164600,2015,Benzin,2015,123000,A,160
Ford,Fiesta,29700,2010,Diesel,2009,255000,M,90
Ford,Mustang,320000,2009,Benzin,2009,130000,A,300
Ford,Ka,29900,2013,Benzin,2013,187000,M,69
Ford,Ka,39900,2015,Benzin,2015,114000,M,69
Ford,S-MAX,390000,2020,Diesel,2020,70427,A,240
Ford,Focus,114800,2016,Benzin,2016,125000,M,125
Ford,Tourneo Connect,439900,2020,Diesel,2020,44000,M,120
Ford,Fiesta,129800,2020,Diesel,2020,83000,M,85
Ford,Ka,59900,2015,Benzin,2015,43000,M,69
Ford,Mondeo,38500,2010,Diesel,2010,274000,A,140
Ford,Escape,59900,2006,Benzin,2006,150000,M,150
Ford,Fiesta,49900,2010,Benzin,2010,158000,M,82
Ford,Fiesta,189900,2021,Benzin,2021,13000,M,125
Ford,Fiesta,149900,2018,Benzin,2018,70000,M,140
Ford,Fiesta,249900,2019,Benzin,2019,59000,M,200
Ford,Mondeo,99800,2016,Diesel,2015,233000,A,180
Ford,Fiesta,84900,2014,Benzin,2014,165000,A,100
Ford,C-MAX,154900,2019,Benzin,2018,71000,M,125
Ford,Fiesta,84900,2014,Benzin,2013,78000,M,100
Ford,Fiesta,63900,2015,Benzin,2014,141000,M,100
Ford,C-MAX,49900,2012,Diesel,2012,346000,M,115
Ford,Focus,128900,2015,Diesel,2015,92000,M,95
Ford,Fiesta,41900,2009,Diesel,2009,114000,M,68
Ford,Focus,184900,2020,Diesel,2020,88000,A,120
Ford,Mondeo,34900,2007,Diesel,2007,288000,M,140
Ford,Fiesta,44700,2013,Benzin,2013,193000,M,100
Ford,Focus,169800,2019,Diesel,2018,71000,M,120
Ford,Focus,164900,2019,Benzin,2018,51000,M,125
Ford,Focus,149900,2017,Diesel,2018,95000,M,120
Ford,Focus,39900,2012,Diesel,2012,273000,M,115
Ford,Tourneo Custom 320L,359900,2018,Diesel,2018,173000,A,130
Ford,Focus,229900,2022,Benzin,2022,12500,M,100
Ford,Tourneo Custom 300L,469800,2017,Diesel,2017,39000,A,130
Ford,Mondeo,190000,2018,Benzin,2018,65000,A,165
Ford,EcoSport,154900,2018,Benzin,2018,19000,M,125
Ford,Fiesta,74900,2016,Benzin,2017,175000,M,100
Ford,Focus,59900,2013,Benzin,2013,210000,M,125
Ford,Fiesta,74900,2013,Diesel,2013,119000,M,95
Ford,C-MAX,86900,2013,Benzin,2013,172000,M,100
Ford,Mustang Mach-E,469900,2024,El,2024,10,A,294
Ford,Fiesta,74800,2015,Benzin,2015,117000,M,80
Ford,Fiesta,62500,2013,Benzin,2013,143000,M,100
Ford,Focus,28900,2010,Benzin,2010,257000,M,100
Ford,Fiesta,19900,2008,Benzin,2008,245000,M,80
Ford,Fiesta,69800,2012,Benzin,2012,49000,M,60
Ford,Mustang Mach-E,309300,2023,El,2023,12000,A,269
Ford,Mustang Mach-E,309300,2023,El,2023,22000,A,269
Ford,Focus,114900,2016,Benzin,2016,162000,A,125
Ford,Focus,42500,2012,Benzin,2012,247000,M,105
Ford,Focus,244900,2019,Benzin,2019,32000,A,182
Ford,S-MAX,219900,2019,Diesel,2019,156000,A,150
Ford,Fiesta,134900,2019,Benzin,2019,110000,M,140
Ford,Fiesta,48700,2011,Benzin,2010,72000,M,60
Ford,Fiesta,99700,2019,Benzin,2019,130000,M,125
Ford,S-MAX,224900,2016,Diesel,2015,154000,A,210
Ford,Mondeo,249800,2019,Diesel,2019,61000,A,180
Ford,Mustang Mach-E,294900,2021,El,2021,36000,A,269
Ford,C-MAX,62000,2012,Benzin,2012,229000,M,105
Ford,EcoSport,119900,2018,Benzin,2018,82000,M,125
Ford,Fiesta,119895,2019,Benzin,2019,82000,M,125
Ford,Puma,177777,2021,Benzin,2020,94000,M,125
Ford,Focus,33700,2011,Diesel,2010,248000,M,109
Ford,Mondeo,204900,2018,Diesel,2018,104000,A,180
Ford,Kuga,163900,2018,Diesel,2018,198000,A,120
Ford,Focus,27900,2011,Diesel,2010,292000,M,109
Ford,Mondeo,84900,2015,Diesel,2015,222000,M,120
Ford,Focus,179900,2019,Benzin,2019,66000,M,125
Ford,Fiesta,189900,2023,Benzin,2023,15000,M,125
Ford,Fiesta,114900,2018,Benzin,2018,106000,M,100
Ford,S-MAX,29900,2008,Diesel,2008,373000,M,125
Ford,Focus,84900,2015,Diesel,2015,188000,M,120
Ford,Ka+,75000,2017,Benzin,2017,122737,M,85
Ford,Focus,109800,2018,Benzin,2017,106000,M,125
Ford,Mondeo,118900,2015,Diesel,2015,209000,M,150
Ford,Fiesta,139500,2020,Benzin,2020,65000,M,125
Ford,Fiesta,94800,2016,Benzin,2016,129000,M,140
Ford,Fiesta,129700,2018,Benzin,2018,100000,M,125
Ford,Grand C-MAX,132500,2016,Diesel,2015,159000,A,150
Ford,C-MAX,129900,2013,Benzin,2013,4000,M,125
Ford,Mondeo,149900,2016,Benzin,2016,136000,A,160
Ford,Focus,209900,2018,Benzin,2018,75000,A,182
Ford,Fiesta,69800,2013,Benzin,2013,147700,M,100
Ford,Fiesta,148700,2018,Benzin,2018,73000,M,140
Ford,Fiesta,54900,2014,Benzin,2015,146000,M,100
Ford,Mondeo,34900,2008,Diesel,2008,324000,M,140
Ford,Ka,39800,2010,Benzin,2010,115000,M,69
Ford,S-MAX,239500,2019,Diesel,2019,129487,A,150
Ford,Kuga,219999,2018,Diesel,2018,89000,A,120
Ford,Fiesta,89900,2020,Diesel,2020,142000,M,85
Ford,Fiesta,189900,2023,Benzin,2023,16000,M,125
Ford,Puma,214800,2022,Benzin,2021,16000,M,125
Ford,Transit Custom Kombi 310S,349800,2017,Diesel,2017,30500,M,105
Ford,Focus,99900,2015,Benzin,2015,143000,M,125
Ford,Fiesta,59900,2013,Benzin,2013,189000,M,100
Ford,Focus,124600,2015,Diesel,2016,176000,A,150
Ford,Kuga,159900,2017,Diesel,2018,129900,A,120
Ford,Fiesta,189900,2023,Benzin,2023,12000,M,125
Ford,C-MAX,69999,2013,Diesel,2013,192000,A,163
Ford,S-MAX,164600,2016,Diesel,2016,122000,A,150
Ford,C-MAX,99900,2015,Diesel,2015,159000,M,120
Ford,Fiesta,105000,2020,Diesel,2020,118000,M,85
Ford,Focus,79900,2016,Benzin,2016,149000,M,100
Ford,Fiesta,107854,2016,Benzin,2016,84000,M,140
Ford,Focus,79900,2009,Benzin,2009,153000,M,145
Ford,S-MAX,159500,2016,Diesel,2015,162000,M,150
Ford,Focus,150000,2019,Benzin,2018,120888,M,125
Ford,Mondeo,159900,2015,Benzin,2015,110000,A,160
Ford,Fiesta,21900,2006,Benzin,2006,129000,M,70
Ford,S-MAX,149900,2015,Benzin,2016,162000,M,160
Ford,S-MAX,159900,2016,Diesel,2015,198500,A,150
Ford,Mustang,239999,1965,Benzin,1965,57000,A,200
Ford,Mondeo,269700,2020,Diesel,2020,43000,A,150
Ford,Galaxy,219900,2016,Diesel,2017,193000,A,180
Ford,C-MAX,134400,2018,Benzin,2018,106000,M,125
Ford,Fiesta,65000,2014,Benzin,2014,146000,M,100
Ford,Ka,52000,2016,Benzin,2016,118000,M,69
Ford,Ka,38900,2015,Benzin,2015,174000,M,69
Ford,Mustang,299888,2014,Benzin,2014,81000,A,305
Ford,Focus,74700,2017,Benzin,2017,199000,M,125
Ford,Fiesta,49900,2013,Diesel,2013,188000,M,95
Ford,Focus,94900,2016,Diesel,2016,163000,M,120
Ford,Grand C-MAX,169400,2015,Diesel,2015,151000,A,163
Ford,Fiesta,86900,2016,Benzin,2016,117000,M,125
Ford,Fiesta,114800,2020,Diesel,2020,59950,M,85
Ford,C-MAX,189400,2018,Benzin,2018,87000,A,150
Ford,Fusion,39900,2008,Benzin,2008,113000,M,80
Ford,Ka,63900,2016,Benzin,2016,49000,M,69
Ford,Fiesta,49995,2013,Diesel,2012,143561,M,95
Ford,C-MAX,139900,2017,Benzin,2017,82000,M,125
Ford,Focus,74700,2015,Benzin,2015,163000,M,100
Ford,Focus,184900,2019,Benzin,2018,49000,M,125
Ford,Transit Custom Kombi 320L,579800,2023,Diesel,2023,24000,A,130
Ford,Mustang Mach-E,444900,2022,El,2024,2000,A,351
Ford,Fiesta,64700,2016,Benzin,2015,208000,M,140
Ford,EcoSport,175000,2019,Benzin,2019,36724,A,125
Ford,S-MAX,99700,2017,Diesel,2016,305000,M,150
Ford,S-MAX,99900,2014,Diesel,2014,200000,A,140
Ford,S-MAX,244700,2017,Benzin,2017,114000,A,240
Ford,Fiesta,89800,2020,Diesel,2019,61000,M,85
Ford,Fiesta,62900,2015,Benzin,2015,183000,M,100
Ford,S-MAX,159900,2017,Diesel,2017,137000,A,150
Ford,Focus,209500,2021,Benzin,2021,50933,M,125
Ford,Mondeo,159600,2016,Diesel,2016,99000,A,150
Ford,Fiesta,64900,2015,Benzin,2015,191000,M,125
Ford,Focus,189900,2018,Diesel,2018,85000,A,120
Ford,Focus,19900,1999,Benzin,1999,215000,M,100
Ford,S-MAX,219500,2017,Diesel,2017,105000,A,180
Ford,Fiesta,25900,2004,Benzin,2004,94000,M,80
Ford,Fiesta,99900,2020,Diesel,2020,59000,M,85
Ford,Fiesta,159500,2018,Benzin,2018,48000,M,140
Ford,Fiesta,119500,2019,Benzin,2019,92000,M,125
Ford,Focus,189900,2019,Benzin,2019,73000,M,125
Ford,Fiesta,79800,2017,Diesel,2016,163000,M,95
Ford,Mondeo,154500,2017,Benzin,2016,111000,A,160
Ford,Escort,39500,1996,Benzin,1996,83000,M,90
Ford,S-MAX,199700,2018,Diesel,2018,145000,A,150
Ford,Fusion,39900,2010,Benzin,2010,161000,M,80
Ford,Escort,244995,1973,Benzin,1973,20000,M,83
Ford,Focus,99900,2010,Benzin,2010,144000,M,145
Ford,Escort,500000,1993,Benzin,1993,123,M,227
Ford,Mondeo,179500,2017,Diesel,2017,153000,A,150
Ford,Fiesta,69900,2013,Benzin,2013,139000,M,125
Ford,Mustang Mach-E,449900,2022,El,2022,7702,A,351
Ford,Fiesta,67700,2014,Benzin,2014,167000,M,125
Ford,Ka,49900,2013,Benzin,2014,53000,M,69
Ford,Fiesta,144900,2018,Benzin,2018,76884,M,140
Ford,Mustang,1122298,2024,Benzin,-,(ny bil),A,446
Ford,Mustang,1023236,2024,Benzin,-,(ny bil),A,446
Ford,Mustang,1248311,2024,Benzin,-,(ny bil),A,453
Ford,B-MAX,89900,2015,Benzin,2015,76000,A,105
Ford,S-MAX,196800,2016,Diesel,2016,103000,M,150
Ford,Fiesta,49900,2017,Diesel,2016,173000,M,95
Ford,Tourneo Custom 320L,449900,2018,Diesel,2018,105000,A,130
Ford,Mondeo,179989,2018,Benzin,2018,74000,A,165
Ford,Fiesta,127800,2019,Benzin,2019,111500,M,125
Ford,Fiesta,69900,2015,Benzin,2015,130141,M,100
Ford,Ka,36000,2011,Benzin,2011,172000,M,69
Ford,Transit Custom Kombi 320L,549900,2022,Diesel,2022,35762,A,130
Ford,Mustang Mach-E,414900,2022,El,2023,9000,A,351
Ford,Mustang Mach-E,490000,2022,El,2022,24000,A,487
Ford,Fiesta,94900,2019,Diesel,2019,75000,M,85
Ford,Fiesta,89980,2017,Benzin,2017,119000,M,140
Ford,S-MAX,155500,2016,Diesel,2016,233000,M,150
Ford,S-MAX,259900,2019,Diesel,2018,148000,A,190
Ford,Focus,109900,2016,Benzin,2016,132000,M,125
Ford,Fiesta,134900,2018,Benzin,2019,47000,M,100
Ford,Mondeo,29400,2009,Diesel,2009,395000,M,140
Ford,Focus,140000,2018,Diesel,2018,160000,M,120
Ford,S-MAX,319800,2019,Benzin,2018,47000,A,240
Ford,Mustang Mach-E,299900,2022,El,2022,45000,A,269
Ford,Fiesta,104900,2017,Benzin,2017,130000,M,125
Ford,B-MAX,171000,2016,Benzin,2017,78900,M,100
Ford,Mondeo,49900,2011,Diesel,2011,205000,A,163
Ford,Fiesta,89500,2017,Benzin,2016,152000,M,100
Ford,Fiesta,39900,2012,Benzin,2012,160000,M,60
Ford,S-MAX,184800,2017,Diesel,2016,126000,A,150
Ford,Fiesta,149900,2019,Benzin,2019,70000,M,125
Ford,Puma,274900,2023,Benzin,2024,3000,M,125
Ford,S-MAX,269800,2021,Diesel,2020,91000,A,150
Ford,Focus,236000,2020,Benzin,2021,21000,M,125
Ford,S-MAX,314800,2020,Diesel,2020,87000,M,150
Ford,B-MAX,109000,2018,Benzin,2017,83000,M,90
Ford,Mustang Mach-E,348700,2021,El,2021,27000,A,351
Ford,Focus,144700,2019,Diesel,2019,155000,A,120
Ford,Fiesta,109900,2020,Diesel,2020,73500,M,85
Ford,Fiesta,59900,2014,Benzin,2014,155000,M,125
Ford,Fiesta,84900,2015,Benzin,2015,111000,M,125
Ford,C-MAX,24900,2007,Benzin,2007,323000,M,100
Ford,S-MAX,46900,2011,Diesel,2011,419000,M,140
Ford,Transit Custom Kombi 310S,299900,2015,Diesel,2015,131000,M,100
Ford,Ka,44900,2015,Benzin,2016,104000,M,69
Ford,Fiesta,144900,2019,Benzin,2019,59000,M,125
Ford,Fiesta,119500,2018,Benzin,2018,90000,M,100
Ford,Mondeo,34700,2010,Diesel,2010,230000,A,140
Ford,Ka,54900,2014,Benzin,2014,71000,M,69
Ford,Fiesta,51900,2014,Benzin,2014,186000,M,125
Ford,Mondeo,149999,2015,Diesel,2015,152000,A,180
Ford,B-MAX,74900,2013,Benzin,2013,136000,M,100
Ford,Grand C-MAX,119999,2015,Benzin,2015,150000,M,125
Ford,Fiesta,49900,2013,Benzin,2013,185000,M,100
Ford,Fiesta,119900,2017,Benzin,2018,71000,M,100
Ford,Focus,46900,2011,Benzin,2011,189000,M,105
Ford,Mondeo,149999,2018,Diesel,2018,238000,A,180
Ford,Mustang Mach-E,279950,2022,El,2021,25000,A,269
Ford,Fiesta,164900,2020,Benzin,2020,59500,M,140
Ford,Focus,129800,2018,Diesel,2018,118000,M,120
Ford,Grand C-MAX,169900,2019,Benzin,2019,66000,M,125
Ford,Fiesta,138600,2018,Benzin,2018,82000,M,140
Ford,Focus,269900,2022,Diesel,2022,34700,A,120
Ford,Mustang Mach-E,334900,2021,El,2021,36800,A,294
Ford,Focus,154900,2017,Benzin,2018,122620,M,125
Ford,Transit Custom Kombi 320S,549800,2023,Diesel,2023,100,A,130
Ford,Focus,94700,2018,Diesel,2018,164000,M,120
Ford,Focus,99995,2016,Diesel,2015,137000,A,120
Ford,Focus,114900,2017,Diesel,2017,162000,M,150
Ford,Mondeo,189900,2019,Diesel,2019,164000,A,150
Ford,Fiesta,99600,2019,Diesel,2019,125000,M,85
Ford,Focus,82700,2013,Benzin,2013,90000,M,100
Ford,Focus,122990,2016,Benzin,2016,117000,M,125
Ford,C-MAX,84700,2015,Benzin,2015,177000,M,100
Ford,Fiesta,119700,2020,Diesel,2020,112000,M,85
Ford,Fiesta,3295,2015,Benzin,2016,0,M,100
Ford,Mustang Mach-E,339000,2022,El,2022,29000,A,294
Ford,S-MAX,34900,2010,Diesel,2010,398000,M,140
Ford,Mondeo,66900,2012,Diesel,2012,228000,M,115
Ford,Fiesta,109800,2019,Diesel,2018,76000,M,85
Ford,Fiesta,99999,2017,Benzin,2018,158000,M,100
Ford,Mustang Mach-E,474700,2023,El,2023,1000,A,351
Ford,Fiesta,79900,2018,Benzin,2017,189000,M,85
Ford,Focus,78900,2015,Diesel,2015,181000,M,115
Ford,Fiesta,214800,2023,Benzin,2023,10000,M,125
Ford,Focus,234900,2019,Benzin,2020,89153,A,125
Ford,S-MAX,289990,2021,Diesel,2021,116000,A,150
Ford,Transit Custom Kombi 320L,519900,2022,Diesel,2023,31500,M,105
Ford,C-MAX,79900,2015,Benzin,2014,165000,M,125
Ford,Ka,44980,2014,Benzin,2014,85000,M,69
Ford,Focus,149500,2018,Benzin,2018,128000,M,150
Ford,Kuga,179900,2018,Diesel,2018,89000,A,120
Ford,Kuga,134700,2016,Diesel,2016,113000,M,120
Ford,Kuga,199900,2016,Diesel,2016,137000,A,180
Ford,Fiesta,219900,2023,Benzin,2023,1000,M,125
Ford,Fiesta,39900,2009,Benzin,2009,185000,M,82
Ford,Kuga,184800,2019,Diesel,2018,109000,M,120
Ford,C-MAX,129800,2016,Diesel,2016,116000,M,120
Ford,Mondeo,199900,2019,Benzin,2019,75000,A,165
Ford,S-MAX,99900,2011,Diesel,2011,183000,A,140
Ford,Fiesta,104900,2015,Benzin,2014,93000,A,100
Ford,Fiesta,5000,2012,Diesel,2012,179000,M,70
Ford,Mondeo,121000,2016,Diesel,2016,172000,M,120
Ford,Mondeo,266900,2019,Diesel,2019,125000,A,180
Ford,Fiesta,84900,2015,Benzin,2015,78000,M,80
Ford,Mondeo,189900,2018,Diesel,2018,137000,A,180
Ford,Mondeo,69999,2011,Diesel,2011,263000,A,140
Ford,Fusion,39900,2004,Benzin,2004,194000,M,80
Ford,S-MAX,104900,2014,Diesel,2014,206000,A,163
Ford,Focus,94900,2016,Diesel,2016,194000,M,120
Ford,S-MAX,42900,2008,Diesel,2008,246000,M,130
Ford,Kuga,199900,2019,Benzin,2019,115000,M,150
Ford,Fiesta,164900,2021,Benzin,2021,58500,M,125
Ford,Mustang Mach-E,429900,2024,El,2024,10000,A,294
Ford,Fiesta,124900,2019,Benzin,2019,96000,M,100
Ford,Mondeo,174900,2018,Diesel,2018,218000,A,180
Ford,Focus,166900,2017,Benzin,2017,96000,M,125
Ford,Focus,154800,2018,Benzin,2018,87000,M,125
Ford,Focus,199900,2019,Diesel,2019,173000,A,150
Ford,Focus,189900,2020,Diesel,2020,171000,M,120
Ford,Focus,149900,2018,Diesel,2018,140000,M,120
Ford,Fiesta,99800,2018,Benzin,2018,75000,M,100
Ford,Transit Custom Kombi 320S,499900,2020,Diesel,2020,62000,M,105
Ford,Fiesta,99900,2017,Benzin,2016,151000,M,140
Ford,Focus,99900,2016,Diesel,2016,197000,A,120
Ford,Focus,174900,2017,Diesel,2017,100000,A,120
Ford,Mustang Mach-E,319900,2023,El,2023,17000,A,269
Ford,S-MAX,329900,2021,Diesel,2021,99000,A,190
Ford,Mondeo,219900,2018,Diesel,2018,192000,A,180
Ford,Mustang Mach-E,339900,2023,El,2022,29000,A,294
Ford,Fiesta,229900,2021,Benzin,2022,15000,A,125
Ford,Fiesta,79900,2014,Benzin,2013,115000,M,100
Ford,Focus,74900,2013,Benzin,2013,189000,M,100
Ford,Fiesta,209800,2023,Benzin,2023,19000,M,125
Ford,Puma,199900,2020,Benzin,2020,91000,A,125
Ford,Bronco,1445000,2023,Benzin,2024,(ny bil),A,335
Ford,Mustang Mach-E,524900,2022,El,2022,6000,A,487
Ford,Fiesta,54900,2015,Benzin,2015,230000,M,100
Ford,Mondeo,144500,2015,Diesel,2016,153000,M,150
Ford,Mondeo,159800,2017,Benzin,2017,90000,M,160
Ford,Fiesta,114900,2018,Benzin,2018,142000,M,100
Ford,Ka,42800,2015,Benzin,2014,117000,M,69
Ford,Escort,9900,1994,Benzin,1994,109000,M,75
Ford,Focus,169800,2019,Benzin,2019,114000,A,150
Ford,Focus,334900,2019,Benzin,2019,74000,M,280
Ford,S-MAX,49900,2010,Diesel,2010,393000,A,140
Ford,Mondeo,60000,2018,Diesel,2018,318000,A,180
Ford,Mustang Mach-E,332500,2021,El,2022,51000,A,351
Ford,Focus,195000,2017,Benzin,2018,92000,M,150
Ford,Puma,269900,2023,Benzin,2022,100,M,125
Ford,Ka,44800,2010,Benzin,2010,132000,M,69
Ford,Ka,54800,2015,Benzin,2014,110000,M,69
Ford,Ka,23900,2010,Benzin,2010,243000,M,69
Ford,Focus,139900,2018,Benzin,2018,86000,M,125
Ford,Focus,184900,2019,Benzin,2019,27000,M,125
Ford,Mustang Mach-E,394800,2023,El,2023,2000,A,315
Ford,Grand C-MAX,109900,2016,Benzin,2016,176000,M,125
Ford,Puma,244900,2022,Benzin,2022,10000,M,125
Ford,Focus,149700,2016,Diesel,2015,146000,A,150
Ford,Grand C-MAX,129900,2016,Diesel,2017,107000,A,120
Ford,Puma,224700,2022,Benzin,2022,55000,M,125
Ford,Mondeo,24800,2009,Diesel,2009,334000,M,115
Ford,Fiesta,189900,2021,Benzin,2021,43229,M,125
Ford,Kuga,174900,2018,Diesel,2018,155000,A,120
Ford,Mondeo,204990,2019,Benzin,2019,87000,A,165
Ford,S-MAX,444700,2022,Diesel,2022,52000,A,190
Ford,Fiesta,49980,2009,Benzin,2009,67000,M,60
Ford,Mondeo,239900,2020,Diesel,2019,149000,A,190
Ford,Grand C-MAX,99900,2018,Diesel,2018,193000,A,120
Ford,Focus,198000,2018,Benzin,2019,44000,M,125
Ford,Mondeo,209500,2019,Diesel,2018,136000,A,180
Ford,C-MAX,179980,2019,Benzin,2019,59000,M,125
Ford,Focus,174500,2019,Benzin,2018,62000,M,125
Ford,Mustang Mach-E,339500,2022,El,2022,56000,A,294
Ford,S-MAX,299500,2019,Diesel,2019,198000,A,240
Ford,Fiesta,99900,2018,Benzin,2018,170000,M,125
Ford,Puma,269900,2022,Benzin,2022,21000,A,125
Ford,Focus,174900,2020,Diesel,2020,140000,A,120
Ford,Fiesta,169900,2020,Benzin,2020,34500,M,125
Ford,Fiesta,136880,2019,Benzin,2019,53000,M,100
Ford,Mondeo,199900,2017,Benzin,2017,78000,A,160
Ford,Focus,69900,2016,Benzin,2016,174000,M,100
Ford,Focus,94900,2015,Benzin,2017,125000,M,125
Ford,S-MAX,189900,2017,Diesel,2017,121000,A,150
Ford,Kuga,259900,2020,Diesel,2020,77000,A,120
Ford,S-MAX,249500,2019,Diesel,2018,105000,A,150
Ford,Focus,99500,2015,Diesel,2015,130000,M,115
Ford,Mustang Mach-E,359500,2022,El,2022,23000,A,294
Ford,Focus,79700,2016,Benzin,2015,160000,M,125
Ford,Kuga,154800,2018,Diesel,2018,187000,A,120
Ford,S-MAX,189700,2016,Benzin,2016,156000,M,160
Ford,Focus,109900,2017,Benzin,2017,133000,M,125
Ford,Mustang Mach-E,449900,2022,El,2023,7000,A,351
Ford,Mondeo,63999,2011,Diesel,2012,238000,M,140
Ford,C-MAX,69999,2011,Diesel,2012,142000,M,115
Ford,EcoSport,139900,2018,Benzin,2018,64000,M,140
Ford,Mustang Mach-E,339900,2021,El,2021,20752,A,294
Ford,Fiesta,44900,2012,Diesel,2012,212000,M,70
Ford,C-MAX,99900,2017,Diesel,2016,231000,M,120
Ford,Fiesta,114700,2017,Benzin,2017,84000,M,125
Ford,Focus,189900,2019,Benzin,2019,55000,M,125
Ford,Kuga,239800,2018,Benzin,2018,70000,A,176
Ford,Mustang,245900,1973,Benzin,1973,42000,A,260
Ford,Focus,299900,2023,Benzin,2023,24970,A,125
Ford,Fiesta,109900,2017,Benzin,2018,129000,M,100
Ford,Puma,259900,2022,Benzin,2022,5000,A,125
Ford,Focus,219500,2022,Benzin,2022,37000,M,125
Ford,S-MAX,214900,2017,Benzin,2017,126000,M,160
Ford,Mustang,625000,2019,Benzin,2019,33000,M,460
Ford,Mondeo,129900,2015,Benzin,2015,164000,A,160
Ford,Mondeo,149900,2015,Benzin,2015,115000,A,160
Ford,Focus,269900,2019,Benzin,2019,48000,A,182
Ford,C-MAX,73900,2011,Diesel,2011,169000,M,115
Ford,S-MAX,249900,2019,Diesel,2018,118000,M,150
Ford,Focus C-MAX,15000,2006,Diesel,2006,317000,M,115
Ford,Fiesta,109999,2019,Diesel,2019,36000,M,85
Ford,Grand Tourneo Connect,579990,2023,Diesel,-,(ny bil),A,122
Ford,Mustang Mach-E,334900,2022,El,2022,41000,A,351
Ford,Focus,26900,2010,Diesel,2011,337000,M,109
Ford,Puma,224800,2021,Benzin,2021,31500,A,125
Ford,Kuga,169900,2015,Diesel,2015,193000,A,180
Ford,Fiesta,29800,2009,Diesel,2009,272000,M,90
Ford,Focus,129900,2017,Diesel,2017,139000,A,120
Ford,Kuga,179900,2018,Diesel,2018,140000,A,120
Ford,B-MAX,66999,2013,Benzin,2013,187000,M,100
Ford,Fiesta,169900,2020,Benzin,2020,49000,M,125
Ford,Transit 350 L3 Kombi,399800,2017,Diesel,2017,151000,A,130
Ford,Focus,39800,2008,Diesel,2008,306000,M,109
Ford,Focus,184900,2019,Benzin,2019,43000,M,125
Ford,Focus,159900,2019,Benzin,2018,96000,M,125
Ford,Focus,150000,2018,Diesel,2017,110000,M,120
Ford,C-MAX,135000,2015,Benzin,2015,75000,M,150
Ford,C-MAX,149800,2018,Diesel,2018,101000,M,120
Ford,C-MAX,99900,2016,Benzin,2016,116000,M,125
Ford,Mondeo,134700,2017,Diesel,2016,216000,A,180
Ford,Transit 300L Kombi,219900,2013,Diesel,2013,98000,M,140
Ford,C-MAX,139900,2018,Benzin,2018,78000,M,125
Ford,Focus,99900,2012,Benzin,2012,90000,A,125
Ford,Focus,139900,2017,Diesel,2018,129000,M,120
Ford,S-MAX,39700,2010,Diesel,2010,298000,A,140
Ford,Fiesta,84700,2014,Benzin,2014,82000,M,125
Ford,Mustang Mach-E,369900,2022,El,2022,19000,A,294
Ford,Mondeo,169900,2017,Diesel,2017,157000,A,180
Ford,S-MAX,199900,2018,Benzin,2017,129000,M,160
Ford,C-MAX,163000,2018,Benzin,2018,89000,M,125
Ford,Ka,24999,2010,Benzin,2009,267000,M,69
Ford,S-MAX,180000,2016,Diesel,2016,229000,A,180
Ford,C-MAX,122700,2015,Benzin,2015,90000,M,125
Ford,Fusion,17900,2007,Benzin,2007,280000,M,100
Ford,Grand C-MAX,149900,2018,Diesel,2018,133000,A,120
Ford,Focus,104700,2016,Benzin,2016,93000,M,125
Ford,Ka,44980,2014,Benzin,2014,89000,M,69
Ford,Fiesta,54900,2014,Benzin,2014,256000,M,125
Ford,Mondeo,169800,2018,Diesel,2018,134000,A,180
Ford,Focus,149900,2020,Diesel,2020,179000,A,120
Ford,Focus,174900,2020,Diesel,2020,82000,M,120
Ford,Fiesta,184900,2022,Benzin,2022,20000,M,125
Ford,Fiesta,89800,2015,Benzin,2015,24000,M,100
Ford,Focus,314700,2022,Diesel,2022,12000,A,120
Ford,Focus,199800,2019,Benzin,2019,95906,A,125
Ford,Fiesta,72700,2013,Benzin,2013,129000,M,100
Ford,Kuga,224400,2019,Diesel,2018,80000,A,120
Ford,Focus,124900,2017,Benzin,2017,160000,M,125
Ford,Focus,134900,2015,Benzin,2015,111000,M,150
Ford,Transit 350 L2 Kombi,429900,2017,Diesel,2017,135000,M,130
